instance,prep,geo-feature,placename,sum,or,label exp1,label exp 2,label exp 3,label exp 4
 the ladle hit the stew with such force that the liquid,with,0,0,0,0,0,0,0,0
 hit the stew such force that the liquid splashed onto the,that,0,0,0,0,0,0,0,0
 such force the liquid splashed onto the white tablecloth and almost,onto,0,0,0,0,1,1,0,1
 the lady bay estate from the council schools eastward was,from,2,0,2,1,2,1,1,0
 schools eastward was brought out by messrs,by,2,0,2,1,1,1,0,1
 the lambley at lambley has a good reputation,at,0,0,0,0,2,1,1,0
 lambley has a good reputation for the quality of its food,for,0,0,0,0,0,0,0,0
 a good reputation the quality of its food,of,0,0,0,0,1,1,0,1
 the land is just as beautiful and their heroes strut,as,0,0,0,0,0,0,0,0
 beautiful and their heroes strut across the world but only the,across,0,0,0,0,2,1,1,0
 the landscape at hafod y llan,at,0,1,1,1,2,1,1,0
 is wahweap which is right on the state line at wahweap,on,4,1,5,1,2,1,1,0
 is right the state line at wahweap there is a lodge,at,4,1,5,1,2,1,1,0
 wahweap there is a lodge with restaurants and shops a campground,with,4,1,5,1,2,1,1,0
 the largest single environment on earth is the deep ocean,on,4,2,6,1,2,1,1,0
 abyssal plain a muddy desert up to m deep that scientists,up,4,2,6,1,0,0,0,0
 muddy desert to m deep that scientists now believe could house,that,4,2,6,1,0,0,0,0
 believe could house more species than all the other environments on,than,4,2,6,1,0,0,0,0
 species all the other environments on earth combined,on,4,2,6,1,2,1,1,0
 last paragraph introduced the consideration of guilt and leads to this,of,0,0,0,0,0,0,0,0
 this and another important factor of sexual dysfunction anger,of,0,0,0,0,0,0,0,0
 he wants to be bothered with is having to deal with,with,0,0,0,0,0,0,0,0
 bothered is having to deal with complaints from dissatisfied guests,with,0,0,0,0,0,0,0,0
 is having to deal complaints from dissatisfied guests,from,0,0,0,0,1,1,0,1
 one crew sleeper were built in the early s as british,in,0,2,2,1,0,0,0,0
 were built the early s as british rail mark  sleeping,as,0,2,2,1,1,1,0,1
 largely due to the work of the tuba player bob stewart,of,0,0,0,0,1,1,0,1
 bob stewart who plods along throughout in a delightfully flatulent way,throughout,0,0,0,0,0,0,0,0
 bob stewart who plods along in a delightfully flatulent way,in,0,0,0,0,0,0,0,0
 they enviously sipped ginger beer while waiting their turn and watching,while,0,0,0,0,0,0,0,0
 old horses pull the machines into the water one after another,into,0,0,0,0,1,1,0,1
 the machines the water one after another,after,0,0,0,0,0,0,0,0
 the leader of venezuela by contrast is controversial,of,0,1,1,1,2,1,1,0
 the leader venezuela by contrast is controversial left wing,by,0,1,1,1,0,0,0,0
 left wing president hugo chavez for bbc news,for,0,1,1,1,0,0,0,0
 leapfrogging process which resulted meant that as a wage round progressed,that,1,0,1,1,0,0,0,0
 leapfrogging process which resulted meant as a wage round progressed later,as,1,0,1,1,0,0,0,0
 the left hand of this lobby was open to,of,0,0,0,0,2,1,1,0
 passage leading to their cells from which it was divided by,from,0,0,0,0,1,1,0,1
 cells which it was divided by strong iron bars reaching from,by,0,0,0,0,1,1,0,1
 divided strong iron bars reaching from floor to ceiling ten feet,from,0,0,0,0,1,1,0,1
 floor to ceiling ten feet in height,in,0,0,0,0,0,0,0,0
 the letters from hores pattesson & bathurst are,from,4,1,5,1,2,1,1,0
 pattesson & bathurst are reproduced by kind permission of judy hayter,by,4,1,5,1,0,0,0,0
 bathurst are reproduced kind permission of judy hayter and are copies,of,4,1,5,1,1,1,0,1
 judy hayter and are copies of correspondence between col h w,of,4,1,5,1,0,0,0,0
 hayter and are copies correspondence between col h w harris of,between,4,1,5,1,1,1,0,1
 correspondence col h w harris of thornton hall who is trying,of,4,1,5,1,2,1,1,0
 who is trying to determine whether he has fishing rights to,whether,4,1,5,1,0,0,0,0
 rights to the canal passing through his land at thornton,through,4,1,5,1,2,1,1,0
 the canal passing his land at thornton,at,4,1,5,1,2,1,1,0
 the level pound between cosgrove and lock  hyde,between,1,1,2,1,2,1,1,0
 began to draw its water from the main line,from,1,1,2,1,1,1,0,1
 the lime kiln at cropwell bishop is situated at,at,2,1,3,1,2,1,1,0
 kiln cropwell bishop is situated at a crossroads outside of the,at,2,1,3,1,2,1,1,0
 is situated a crossroads outside of the village on the kinoulton,of,2,1,3,1,2,1,1,0
 a crossroads outside the village on the kinoulton road,on,2,1,3,1,2,1,1,0
 the limestone caves house thousands of buddha figures in various positions,of,2,0,2,1,1,1,0,1
 caves house thousands buddha figures in various positions reflecting the wonders,in,2,0,2,1,0,0,0,0
 reflecting the wonders and benefits of meditation teaching peace rain and,of,2,0,2,1,0,0,0,0
 the line manager recognises that the staff manager has greater,that,0,0,0,0,0,0,0,0
 has greater knowledge and expertise on this subject and acquiesces in,on,0,0,0,0,0,0,0,0
 expertise this subject and acquiesces in the carrying out of the,in,0,0,0,0,0,0,0,0
 subject and acquiesces the carrying out of the prescribed steps of,out,0,0,0,0,0,0,0,0
 subject and acquiesces the carrying of the prescribed steps of the,of,0,0,0,0,0,0,0,0
 the carrying the prescribed steps of the procedure,of,0,0,0,0,0,0,0,0
 the line of the canal is shown by,of,3,2,5,1,2,1,1,0
 line the canal is shown by footpaths hedgerows and trees running,by,3,2,5,1,1,1,0,1
 trees running south south west towards wharf house from the top,towards,3,2,5,1,2,1,1,0
 south south west wharf house from the top of the map,from,3,2,5,1,1,1,0,1
 west wharf house the top of the map just below the,of,3,2,5,1,0,0,0,0
 the top the map just below the a of heritage ,below,3,2,5,1,0,0,0,0
 the map just the a of heritage  below wharf house,of,3,2,5,1,0,0,0,0
 just the a heritage  below wharf house the line of,below,3,2,5,1,2,1,1,0
  wharf house the line of the canal curves towards the,of,3,2,5,1,2,1,1,0
 the line the canal curves towards the east behind a row,towards,3,2,5,1,2,1,1,0
 the canal curves the east behind a row of gardens,behind,3,2,5,1,2,1,1,0
 curves the east a row of gardens,of,3,2,5,1,2,1,1,0
 there appears to excuse but in fact indicts her a rhetorical,in,0,0,0,0,0,0,0,0
 a rhetorical device found also in the sonnets to the friend,in,0,0,0,0,0,0,0,0
 the liver must be in contact with the skin of,in,0,0,0,0,0,0,0,0
 the liver must be contact with the skin of the user,with,0,0,0,0,1,1,0,1
 must be contact the skin of the user however to be,of,0,0,0,0,1,1,0,1
 the lobby was tiled in blue and gave access to,in,1,1,2,1,1,1,0,1
 leading to a mezzanine built in u formation around studio a,in,1,1,2,1,1,1,0,1
 a mezzanine built u formation around studio a,around,1,1,2,1,2,1,1,0
 health payroll office was located about two miles north of the,about,2,1,3,1,1,1,0,1
 was located two miles north of the hotel at the north,of,2,1,3,1,2,1,1,0
 two miles north the hotel at the north colorado medical center,at,2,1,3,1,2,1,1,0
 local residents were bitterly disappointed with the decision,with,0,0,0,0,0,0,0,0
 school still meets the needs of their children as do the,of,5,1,6,1,1,1,0,1
 mostly piped remains a playground of the street,of,5,1,6,1,2,1,1,0
 the logistics of his complicated destiny involved not,of,1,4,5,1,0,0,0,0
 not only skunk kilo anchored by its fbi crew in international,by,1,4,5,1,1,1,0,1
 kilo anchored its fbi crew in international waters but the uss,in,1,4,5,1,1,1,0,1
 had been shadowing the yacht by radar the aircraft carrier uss,by,1,4,5,1,1,1,0,1
 aircraft carrier uss saratoga standing by with a navy s ,by,1,4,5,1,0,0,0,0
 aircraft carrier uss saratoga standing with a navy s  jet,with,1,4,5,1,1,1,0,1
  jet and an escort of two f  phantoms to,of,1,4,5,1,1,1,0,1
 to andrews air force base near washington dc two kc ,near,1,4,5,1,2,1,1,0
 to refuel the s  on the way and  carloads,on,1,4,5,1,1,1,0,1
 the way and  carloads of fbi agents to meet him,of,1,4,5,1,1,1,0,1
 fbi agents to meet him on arrival,on,1,4,5,1,0,0,0,0
 the london underground at the base of paddington choke,at,0,2,2,1,1,1,0,1
 the london underground the base of paddington choke a rope is,of,0,2,2,1,2,1,1,0
 the left hand side ascending about m,about,0,2,2,1,1,1,0,1
 the long desert ridges above the far bank looked like,above,1,0,1,1,2,1,1,0
 ridges the far bank looked like petrified pink brocade,like,1,0,1,1,1,1,0,1
 the long narrow strips of land occupied by west terrace,of,3,1,4,1,2,1,1,0
 long narrow strips land occupied by west terrace and vine terrace,by,3,1,4,1,2,1,1,0
 wollaton street and those bordering on west street high street and,on,3,1,4,1,2,1,1,0
 must have been set out by saxons and normans,by,3,1,4,1,1,1,0,1
 the lovely ruins of th century valle crucis where,of,2,1,3,1,0,0,0,0
 monks once worshipped are set beside the eglwyseg stream in a,beside,2,1,3,1,2,1,1,0
 are set the eglwyseg stream in a narrow valley,in,2,1,3,1,2,1,1,0
 lovely spring crocuses are almost as pretty as sisters sarah and,as,0,1,1,1,1,1,0,1
 were clearly enjoying a stroll among the early flowers making a,among,0,1,1,1,1,1,0,1
 flowers making a colourful backdrop in southend avenue darlington yesterday,in,0,1,1,1,2,1,1,0
 the lower tarren range of hills between tywyn and abergynolwyn,of,1,1,2,1,2,1,1,0
 the lower tarren range hills between tywyn and abergynolwyn provide excellent,between,1,1,2,1,2,1,1,0
 and abergynolwyn provide excellent walking without the crowds that can sometimes,without,1,1,2,1,1,1,0,1
 that can sometimes be found on cadair idris,on,1,1,2,1,2,1,1,0
 golden sand beaches you see in tourist brochures are right here,in,2,0,2,1,1,1,0,1
 tourist brochures are right here in the abel tasman,in,2,0,2,1,2,1,1,0
 also links madrid chamartin station with the city centre & madrid,with,3,3,6,1,2,1,1,0
 quarries and are a reef with four pinnacles,with,2,1,3,1,2,1,1,0
 the maids skipped into the kitchen,into,0,0,0,0,1,1,0,1
 the main entrance is by a doric portico fronting into,by,1,0,1,1,2,1,1,0
 is a doric portico fronting into burton street the general treatment,into,1,0,1,1,2,1,1,0
 burton street the general treatment of the second storey is ionic,of,1,0,1,1,2,1,1,0
 the second storey is ionic in style,in,1,0,1,1,0,0,0,0
 passes are the khyber pass in the north and the chaman,in,3,1,4,1,2,1,1,0
 the main idea here is that existential propositions can be paraphrased,that,0,0,0,0,0,0,0,0
 existential propositions can be paraphrased in terms of propositions about knowledge,in,0,0,0,0,0,0,0,0
 propositions can be paraphrased terms of propositions about knowledge,of,0,0,0,0,0,0,0,0
 can be paraphrased terms propositions about knowledge,about,0,0,0,0,0,0,0,0
 the main reason for the ban was the problem,for,0,0,0,0,0,0,0,0
 the ban was the problem of non smoking coaches becoming crowded,of,0,0,0,0,1,1,0,1
 non smoking coaches becoming crowded with people standing while seats remained,with,0,0,0,0,1,1,0,1
 coaches becoming crowded people standing while seats remained empty in smoking,while,0,0,0,0,0,0,0,0
 people standing seats remained empty in smoking carriages,in,0,0,0,0,1,1,0,1
 main technical area is still in the north west corner but,in,0,2,2,1,2,1,1,0
 valley and midland highways pass through shepparton enroute to cobram which,through,5,3,8,1,2,1,1,0
 easy two hours drive north of melbourne via the hume highway,of,5,3,8,1,2,1,1,0
 two hours drive north melbourne via the hume highway in victoria,via,5,3,8,1,2,1,1,0
 north melbourne the hume highway in victoria,in,5,3,8,1,2,1,1,0
 the major objectives of this system were to guarantee,of,1,0,1,1,0,0,0,0
 guarantee the individual a measure of economic security and to ensure,of,1,0,1,1,0,0,0,0
 economic security and to ensure that each family was not permanently,that,1,0,1,1,0,0,0,0
 family was not permanently debarred from participating in the economic life,from,1,0,1,1,0,0,0,0
 was not permanently debarred participating in the economic life of the,in,1,0,1,1,0,0,0,0
 debarred participating the economic life of the nation through temporary misfortune,of,1,0,1,1,0,0,0,0
 the economic life the nation through temporary misfortune,through,1,0,1,1,0,0,0,0
 malabar muslim jama ath mosque in arab street,in,1,0,1,1,2,1,1,0
 the man came into the store stamped his foot,into,1,0,1,1,2,1,1,0
 the store stamped his foot on the mat and went to,on,1,0,1,1,1,1,0,1
 ducked weaving to his left so that trent s fist caught,so,0,0,0,0,0,0,0,0
 ducked weaving to his left that trent s fist caught him,that,0,0,0,0,0,0,0,0
 s fist caught him high on the right cheek,on,0,0,0,0,1,1,0,1
 the man had positively cooed at them going to quite a,at,0,0,0,0,1,1,0,1
 going to quite a bit of trouble to prove that he,of,0,0,0,0,0,0,0,0
 a bit trouble to prove that he had not been involved,that,0,0,0,0,0,0,0,0
 he had not been involved in the attack,in,0,0,0,0,0,0,0,0
 the man in the worn out boots limped,in,0,0,0,0,1,1,0,1
 the worn out boots limped towards the door carrying an ancient,towards,0,0,0,0,1,1,0,1
 his commiserations and she joked with him,with,0,0,0,0,1,1,0,1
 sighed and choosing a key from a ring which hung round,from,0,0,0,0,1,1,0,1
 a narrow dimly lit passage past a number of cells,past,0,0,0,0,1,1,0,1
 dimly lit passage a number of cells,of,0,0,0,0,1,1,0,1
 the marchioness loosened her mantle of grey cloth and threw it,of,0,0,0,0,1,1,0,1
 grey cloth and threw it over a chair,over,0,0,0,0,1,1,0,1
 the market dependence of the latter group is attested,of,2,0,2,1,0,0,0,0
 the latter group is attested by their proclivity for food rioting,by,2,0,2,1,0,0,0,0
 group is attested their proclivity for food rioting as is that,for,2,0,2,1,0,0,0,0
 attested their proclivity food rioting as is that of miners while,as,2,0,2,1,0,0,0,0
 their proclivity food rioting is that of miners while urban expansion,that,2,0,2,1,0,0,0,0
 their proclivity food rioting is of miners while urban expansion obviously,of,2,0,2,1,0,0,0,0
 proclivity food rioting is miners while urban expansion obviously increased the,while,2,0,2,1,0,0,0,0
 increased the role and reach of the market,of,2,0,2,1,2,1,1,0
 maroochy was a busy waterway for river traffic transporting goods and,for,3,0,3,1,1,1,0,1
 hotel became a focal point for trade,for,3,0,3,1,1,1,0,1
 the masked figure stepped ponderously off the dais sat down at,off,0,0,0,0,1,1,0,1
 ponderously the dais sat down at the baize covered table and,at,0,0,0,0,1,1,0,1
 baize covered table and indicated with a gloved hand that i,with,0,0,0,0,1,1,0,1
 and indicated a gloved hand that i should join him,that,0,0,0,0,0,0,0,0
 states were and still are in many cases american patriots well,in,2,0,2,1,0,0,0,0
 many cases american patriots well before they arrived or could speak,before,2,0,2,1,0,0,0,0
